,当前时间,合约名称,最新价,操作
43,2022-04-01 10:59:37,a2205,6290.0,TODO
44,2022-04-01 10:59:39,a2205,6290.0,TODO
45,2022-04-01 10:59:51,a2205,6290.0,TODO
46,2022-04-01 11:00:01,a2205,6290.0,TODO
47,2022-04-01 11:00:04,a2205,6289.0,TODO
48,2022-04-01 11:00:16,a2205,6289.0,TODO
49,2022-04-01 11:00:43,a2205,6289.0,TODO
50,2022-04-01 11:01:02,a2205,6289.0,TODO
51,2022-04-01 11:01:04,a2205,6289.0,TODO
52,2022-04-01 11:01:11,a2205,6288.0,TODO
53,2022-04-01 11:01:43,a2205,6290.0,TODO
54,2022-04-01 11:01:51,a2205,6290.0,TODO
55,2022-04-01 11:01:54,a2205,6290.0,TODO
56,2022-04-01 11:02:01,a2205,6290.0,TODO
57,2022-04-01 11:02:09,a2205,6288.0,TODO
58,2022-04-01 11:02:22,a2205,6288.0,TODO
59,2022-04-01 11:02:37,a2205,6288.0,TODO
60,2022-04-01 11:02:41,a2205,6288.0,TODO
61,2022-04-01 11:02:47,a2205,6288.0,TODO
62,2022-04-01 11:02:52,a2205,6288.0,TODO
63,2022-04-01 11:02:54,a2205,6288.0,TODO
64,2022-04-01 11:03:00,a2205,6288.0,TODO
65,2022-04-01 11:03:07,a2205,6288.0,TODO
66,2022-04-01 11:03:09,a2205,6286.0,TODO
67,2022-04-01 11:03:09,a2205,6286.0,TODO
68,2022-04-01 11:03:36,a2205,6286.0,TODO
69,2022-04-01 11:03:37,a2205,6286.0,TODO
70,2022-04-01 11:03:48,a2205,6286.0,TODO
71,2022-04-01 11:03:54,a2205,6284.0,TODO
72,2022-04-01 11:04:01,a2205,6284.0,TODO
73,2022-04-01 11:04:05,a2205,6283.0,TODO
74,2022-04-01 11:04:07,a2205,6283.0,TODO
75,2022-04-01 11:04:11,a2205,6283.0,TODO
76,2022-04-01 11:04:21,a2205,6283.0,TODO
77,2022-04-01 11:04:35,a2205,6283.0,TODO
78,2022-04-06 09:30:03,a2205,6276.0,TODO
79,2022-04-06 09:30:08,a2205,6276.0,TODO
80,2022-04-06 09:30:12,a2205,6276.0,TODO
81,2022-04-06 09:30:18,a2205,6276.0,TODO
82,2022-04-06 09:30:21,a2205,6276.0,TODO
83,2022-04-06 09:30:27,a2205,6276.0,TODO
84,2022-04-06 09:30:36,a2205,6277.0,TODO
85,2022-04-06 09:30:47,a2205,6277.0,TODO
86,2022-04-06 09:30:51,a2205,6277.0,TODO
87,2022-04-06 09:31:02,a2205,6280.0,TODO
88,2022-04-06 09:31:18,a2205,6279.0,TODO
89,2022-04-06 09:31:19,a2205,6279.0,TODO
90,2022-04-06 09:31:25,a2205,6279.0,TODO
91,2022-04-06 09:31:37,a2205,6279.0,TODO
92,2022-04-06 09:31:47,a2205,6279.0,TODO
93,2022-04-06 09:31:49,a2205,6277.0,TODO
94,2022-04-06 09:32:13,a2205,6278.0,TODO
95,2022-04-06 09:32:34,a2205,6278.0,TODO
96,2022-04-06 09:32:46,a2205,6278.0,TODO
97,2022-04-06 09:33:00,a2205,6276.0,TODO
98,2022-04-06 09:33:30,a2205,6275.0,TODO
99,2022-04-06 09:33:37,a2205,6275.0,TODO
100,2022-04-06 09:33:51,a2205,6275.0,TODO
101,2022-04-06 09:34:01,a2205,6275.0,TODO
102,2022-04-06 09:34:03,a2205,6274.0,TODO
103,2022-04-06 09:34:18,a2205,6274.0,TODO
104,2022-04-06 09:34:36,a2205,6274.0,TODO
105,2022-04-06 09:35:02,a2205,6274.0,TODO
106,2022-04-06 09:35:09,a2205,6274.0,TODO
107,2022-04-06 09:35:15,a2205,6274.0,TODO
108,2022-04-06 09:35:20,a2205,6272.0,TODO
109,2022-04-06 09:35:24,a2205,6272.0,TODO
110,2022-04-06 09:35:29,a2205,6272.0,TODO
111,2022-04-06 09:35:34,a2205,6272.0,TODO
112,2022-04-06 09:35:40,a2205,6272.0,TODO
113,2022-04-06 09:35:52,a2205,6272.0,TODO
114,2022-04-06 09:35:58,a2205,6272.0,TODO
115,2022-04-06 09:36:01,a2205,6272.0,TODO
116,2022-04-06 09:36:08,a2205,6272.0,TODO
117,2022-04-06 09:36:24,a2205,6272.0,TODO
118,2022-04-06 09:36:38,a2205,6272.0,TODO
119,2022-04-06 09:36:43,a2205,6272.0,TODO
120,2022-04-06 09:36:47,a2205,6273.0,TODO
121,2022-04-06 09:37:04,a2205,6273.0,TODO
122,2022-04-06 09:37:06,a2205,6275.0,TODO
123,2022-04-06 09:37:19,a2205,6275.0,TODO
124,2022-04-06 09:37:22,a2205,6275.0,TODO
125,2022-04-06 09:37:25,a2205,6275.0,TODO
126,2022-04-06 09:37:31,a2205,6275.0,TODO
127,2022-04-06 09:37:38,a2205,6275.0,TODO
128,2022-04-06 09:37:48,a2205,6275.0,TODO
129,2022-04-06 09:37:51,a2205,6275.0,TODO
130,2022-04-06 09:37:59,a2205,6275.0,TODO
131,2022-04-06 09:38:05,a2205,6275.0,TODO
132,2022-04-06 09:38:10,a2205,6276.0,TODO
133,2022-04-06 09:38:18,a2205,6276.0,TODO
134,2022-04-06 09:38:20,a2205,6277.0,TODO
135,2022-04-06 09:38:26,a2205,6277.0,TODO
136,2022-04-06 09:38:38,a2205,6277.0,TODO
137,2022-04-06 09:38:53,a2205,6278.0,TODO
138,2022-04-06 09:39:04,a2205,6277.0,TODO
139,2022-04-06 09:39:12,a2205,6276.0,TODO
140,2022-04-06 09:39:17,a2205,6276.0,TODO
141,2022-04-06 09:39:23,a2205,6276.0,TODO
142,2022-04-06 09:39:28,a2205,6274.0,TODO
143,2022-04-06 09:39:31,a2205,6274.0,TODO
144,2022-04-06 09:39:34,a2205,6274.0,TODO
145,2022-04-06 09:39:39,a2205,6274.0,TODO
146,2022-04-06 09:39:39,a2205,6274.0,TODO
147,2022-04-06 09:39:52,a2205,6274.0,TODO
148,2022-04-06 09:39:59,a2205,6274.0,TODO
149,2022-04-06 09:40:06,a2205,6274.0,TODO
150,2022-04-06 09:40:12,a2205,6274.0,TODO
151,2022-04-06 09:40:16,a2205,6276.0,TODO
152,2022-04-06 09:40:26,a2205,6276.0,TODO
153,2022-04-06 09:40:29,a2205,6276.0,TODO
154,2022-04-06 09:40:36,a2205,6276.0,TODO
155,2022-04-06 09:40:40,a2205,6276.0,TODO
156,2022-04-06 09:40:47,a2205,6276.0,TODO
157,2022-04-06 09:40:52,a2205,6277.0,TODO
158,2022-04-06 09:40:57,a2205,6277.0,TODO
159,2022-04-06 09:41:02,a2205,6277.0,TODO
160,2022-04-06 09:41:03,a2205,6277.0,TODO
161,2022-04-06 09:41:41,a2205,6277.0,TODO
162,2022-04-06 09:41:42,a2205,6277.0,TODO
163,2022-04-06 09:41:48,a2205,6277.0,TODO
164,2022-04-06 09:41:53,a2205,6277.0,TODO
165,2022-04-06 09:42:24,a2205,6278.0,TODO
166,2022-04-06 09:42:30,a2205,6278.0,TODO
167,2022-04-06 09:42:34,a2205,6278.0,TODO
168,2022-04-06 09:42:38,a2205,6278.0,TODO
169,2022-04-06 09:42:43,a2205,6279.0,TODO
170,2022-04-06 09:43:03,a2205,6279.0,TODO
171,2022-04-06 09:43:19,a2205,6280.0,TODO
172,2022-04-06 09:43:29,a2205,6280.0,TODO
173,2022-04-06 09:43:33,a2205,6281.0,TODO
174,2022-04-06 09:43:38,a2205,6285.0,TODO
175,2022-04-06 09:44:03,a2205,6285.0,sell
176,2022-04-06 09:44:08,a2205,6285.0,TODO
177,2022-04-06 09:44:13,a2205,6285.0,TODO
178,2022-04-06 09:44:14,a2205,6285.0,TODO
179,2022-04-06 09:44:23,a2205,6286.0,TODO
180,2022-04-06 09:44:32,a2205,6286.0,TODO
181,2022-04-06 09:44:42,a2205,6286.0,TODO
182,2022-04-06 09:45:03,a2205,6283.0,TODO
183,2022-04-06 09:45:07,a2205,6284.0,TODO
184,2022-04-06 09:45:12,a2205,6282.0,TODO
185,2022-04-06 09:45:17,a2205,6282.0,TODO
186,2022-04-06 09:45:21,a2205,6282.0,TODO
187,2022-04-06 09:45:28,a2205,6281.0,TODO
188,2022-04-06 09:45:32,a2205,6281.0,TODO
189,2022-04-06 09:45:37,a2205,6285.0,TODO
190,2022-04-06 09:45:39,a2205,6285.0,TODO
191,2022-04-06 09:45:47,a2205,6285.0,TODO
192,2022-04-06 09:45:51,a2205,6285.0,TODO
193,2022-04-06 09:46:02,a2205,6285.0,TODO
194,2022-04-06 09:46:07,a2205,6285.0,TODO
195,2022-04-06 09:46:12,a2205,6285.0,TODO
196,2022-04-06 09:46:17,a2205,6282.0,TODO
197,2022-04-06 09:46:21,a2205,6285.0,TODO
198,2022-04-06 09:46:32,a2205,6285.0,TODO
199,2022-04-06 09:46:36,a2205,6285.0,TODO
200,2022-04-06 09:46:43,a2205,6285.0,TODO
201,2022-04-06 09:46:47,a2205,6285.0,TODO
202,2022-04-06 09:46:48,a2205,6285.0,TODO
203,2022-04-06 09:46:56,a2205,6285.0,TODO
204,2022-04-06 09:47:02,a2205,6285.0,TODO
205,2022-04-06 09:47:07,a2205,6285.0,TODO
206,2022-04-06 09:47:11,a2205,6284.0,TODO
207,2022-04-06 09:47:17,a2205,6283.0,TODO
208,2022-04-06 09:47:22,a2205,6283.0,TODO
209,2022-04-06 09:47:23,a2205,6283.0,TODO
210,2022-04-06 09:48:02,a2205,6283.0,TODO
211,2022-04-06 09:48:21,a2205,6283.0,TODO
212,2022-04-06 09:48:26,a2205,6283.0,TODO
213,2022-04-06 09:48:27,a2205,6283.0,TODO
214,2022-04-06 09:48:36,a2205,6283.0,TODO
215,2022-04-06 09:48:48,a2205,6283.0,TODO
216,2022-04-06 09:49:00,a2205,6287.0,TODO
217,2022-04-06 09:49:04,a2205,6287.0,TODO
218,2022-04-06 09:49:11,a2205,6287.0,TODO
219,2022-04-06 09:49:14,a2205,6287.0,TODO
220,2022-04-06 09:49:18,a2205,6287.0,TODO
221,2022-04-06 09:49:36,a2205,6287.0,TODO
222,2022-04-06 09:49:40,a2205,6287.0,TODO
223,2022-04-06 09:49:50,a2205,6287.0,TODO
224,2022-04-06 09:49:55,a2205,6286.0,TODO
225,2022-04-06 09:50:06,a2205,6286.0,TODO
226,2022-04-06 09:50:10,a2205,6283.0,TODO
227,2022-04-06 09:50:14,a2205,6283.0,TODO
228,2022-04-06 09:50:18,a2205,6283.0,TODO
229,2022-04-06 09:50:23,a2205,6283.0,TODO
230,2022-04-06 09:50:28,a2205,6283.0,TODO
231,2022-04-06 09:50:34,a2205,6283.0,TODO
232,2022-04-06 09:50:46,a2205,6283.0,TODO
233,2022-04-06 09:50:46,a2205,6283.0,TODO
234,2022-04-06 09:50:55,a2205,6283.0,TODO
235,2022-04-06 09:51:02,a2205,6285.0,TODO
236,2022-04-06 09:51:09,a2205,6286.0,TODO
237,2022-04-06 09:51:15,a2205,6286.0,TODO
238,2022-04-06 09:51:17,a2205,6286.0,TODO
239,2022-04-06 09:52:48,a2205,6287.0,TODO
240,2022-04-06 09:53:02,a2205,6287.0,TODO
241,2022-04-06 09:53:02,a2205,6287.0,TODO
242,2022-04-06 09:53:15,a2205,6286.0,TODO
243,2022-04-06 09:53:36,a2205,6286.0,TODO
244,2022-04-06 09:53:36,a2205,6286.0,TODO
245,2022-04-06 09:53:42,a2205,6286.0,TODO
246,2022-04-06 09:54:14,a2205,6286.0,TODO
247,2022-04-06 09:54:21,a2205,6286.0,TODO
248,2022-04-06 09:54:25,a2205,6286.0,TODO
249,2022-04-06 09:54:27,a2205,6286.0,TODO
250,2022-04-06 09:54:39,a2205,6286.0,TODO
251,2022-04-06 09:54:54,a2205,6286.0,TODO
252,2022-04-06 09:54:54,a2205,6286.0,TODO
253,2022-04-06 09:55:01,a2205,6286.0,TODO
254,2022-04-06 09:55:10,a2205,6286.0,TODO
255,2022-04-06 09:55:38,a2205,6286.0,TODO
256,2022-04-06 09:56:03,a2205,6286.0,TODO
257,2022-04-06 09:56:32,a2205,6286.0,TODO
258,2022-04-06 09:56:37,a2205,6286.0,TODO
259,2022-04-06 09:56:58,a2205,6286.0,TODO
260,2022-04-06 09:57:19,a2205,6286.0,TODO
261,2022-04-06 09:57:39,a2205,6286.0,TODO
262,2022-04-06 09:57:40,a2205,6286.0,TODO
263,2022-04-06 09:57:56,a2205,6286.0,TODO
264,2022-04-06 09:58:03,a2205,6288.0,TODO
265,2022-04-06 09:58:19,a2205,6289.0,TODO
266,2022-04-06 09:58:36,a2205,6290.0,TODO
267,2022-04-06 09:58:44,a2205,6290.0,TODO
268,2022-04-06 09:58:45,a2205,6290.0,TODO
269,2022-04-06 09:58:54,a2205,6290.0,TODO
270,2022-04-06 09:59:09,a2205,6290.0,TODO
271,2022-04-06 09:59:26,a2205,6290.0,TODO
272,2022-04-06 09:59:31,a2205,6290.0,TODO
273,2022-04-06 10:00:10,a2205,6291.0,TODO
274,2022-04-06 10:00:21,a2205,6290.0,TODO
275,2022-04-06 10:00:24,a2205,6290.0,TODO
276,2022-04-06 10:00:44,a2205,6290.0,TODO
277,2022-04-06 10:01:26,a2205,6289.0,TODO
278,2022-04-06 10:01:31,a2205,6289.0,TODO
279,2022-04-06 10:01:35,a2205,6287.0,TODO
280,2022-04-06 10:01:38,a2205,6287.0,TODO
281,2022-04-06 10:01:49,a2205,6287.0,TODO
282,2022-04-06 10:02:00,a2205,6287.0,TODO
283,2022-04-06 10:02:04,a2205,6287.0,TODO
284,2022-04-06 10:02:15,a2205,6287.0,TODO
285,2022-04-06 10:02:17,a2205,6287.0,TODO
286,2022-04-06 10:02:46,a2205,6281.0,TODO
287,2022-04-06 10:02:49,a2205,6281.0,TODO
288,2022-04-06 10:02:55,a2205,6284.0,TODO
289,2022-04-06 10:03:06,a2205,6284.0,TODO
290,2022-04-06 10:03:12,a2205,6286.0,TODO
291,2022-04-06 10:03:21,a2205,6285.0,TODO
292,2022-04-06 10:03:23,a2205,6285.0,TODO
293,2022-04-06 10:03:30,a2205,6285.0,TODO
294,2022-04-06 10:03:35,a2205,6285.0,TODO
295,2022-04-06 10:03:41,a2205,6285.0,TODO
296,2022-04-06 10:03:50,a2205,6285.0,TODO
297,2022-04-06 10:03:53,a2205,6285.0,TODO
298,2022-04-06 10:03:59,a2205,6285.0,TODO
299,2022-04-06 10:04:04,a2205,6285.0,TODO
300,2022-04-06 10:04:08,a2205,6285.0,TODO
301,2022-04-06 10:05:02,a2205,6285.0,TODO
302,2022-04-06 10:05:02,a2205,6285.0,TODO
303,2022-04-06 10:05:54,a2205,6285.0,TODO
304,2022-04-06 10:06:03,a2205,6285.0,TODO
305,2022-04-06 10:06:10,a2205,6285.0,TODO
306,2022-04-06 10:06:14,a2205,6283.0,TODO
307,2022-04-06 10:06:18,a2205,6283.0,TODO
308,2022-04-06 10:06:22,a2205,6283.0,TODO
309,2022-04-06 10:06:36,a2205,6283.0,TODO
310,2022-04-06 10:06:40,a2205,6283.0,TODO
311,2022-04-06 10:06:55,a2205,6283.0,TODO
312,2022-04-06 10:07:01,a2205,6283.0,TODO
313,2022-04-06 10:07:08,a2205,6283.0,TODO
314,2022-04-06 10:07:18,a2205,6283.0,TODO
315,2022-04-06 10:07:22,a2205,6281.0,TODO
316,2022-04-06 10:07:27,a2205,6281.0,TODO
317,2022-04-06 10:07:34,a2205,6281.0,TODO
318,2022-04-06 10:07:36,a2205,6281.0,TODO
319,2022-04-06 10:07:43,a2205,6281.0,TODO
320,2022-04-06 10:07:46,a2205,6281.0,TODO
321,2022-04-06 10:07:53,a2205,6281.0,TODO
322,2022-04-06 10:07:56,a2205,6281.0,TODO
323,2022-04-06 10:08:02,a2205,6281.0,TODO
324,2022-04-06 10:08:07,a2205,6281.0,TODO
325,2022-04-06 10:08:11,a2205,6281.0,TODO
326,2022-04-06 10:08:17,a2205,6278.0,TODO
327,2022-04-06 10:08:29,a2205,6279.0,TODO
328,2022-04-06 10:08:33,a2205,6280.0,TODO
329,2022-04-06 10:08:41,a2205,6280.0,TODO
330,2022-04-06 10:08:52,a2205,6280.0,TODO
331,2022-04-06 10:09:01,a2205,6280.0,TODO
332,2022-04-06 10:09:11,a2205,6281.0,TODO
333,2022-04-06 10:09:27,a2205,6281.0,TODO
334,2022-04-06 10:09:41,a2205,6281.0,TODO
335,2022-04-06 10:09:46,a2205,6281.0,TODO
336,2022-04-06 10:09:50,a2205,6281.0,TODO
337,2022-04-06 10:10:03,a2205,6281.0,TODO
338,2022-04-06 10:10:07,a2205,6281.0,TODO
339,2022-04-06 10:10:12,a2205,6280.0,TODO
340,2022-04-06 10:10:13,a2205,6278.0,TODO
341,2022-04-06 10:10:21,a2205,6278.0,TODO
342,2022-04-06 10:10:36,a2205,6280.0,TODO
343,2022-04-06 10:10:39,a2205,6280.0,TODO
344,2022-04-06 10:11:05,a2205,6279.0,TODO
345,2022-04-06 10:11:12,a2205,6278.0,TODO
346,2022-04-06 10:11:15,a2205,6278.0,TODO
347,2022-04-06 10:11:20,a2205,6278.0,TODO
348,2022-04-06 10:11:31,a2205,6279.0,TODO
349,2022-04-06 10:11:37,a2205,6278.0,TODO
350,2022-04-06 10:11:38,a2205,6278.0,TODO
351,2022-04-06 10:11:51,a2205,6278.0,TODO
352,2022-04-06 10:11:55,a2205,6273.0,TODO
353,2022-04-06 10:12:01,a2205,6273.0,TODO
354,2022-04-06 10:12:05,a2205,6273.0,TODO
355,2022-04-06 10:12:09,a2205,6273.0,TODO
356,2022-04-06 10:12:17,a2205,6275.0,TODO
357,2022-04-06 10:12:19,a2205,6275.0,TODO
358,2022-04-06 10:12:27,a2205,6275.0,TODO
359,2022-04-06 10:12:41,a2205,6275.0,TODO
360,2022-04-06 10:12:46,a2205,6275.0,TODO
361,2022-04-06 10:12:50,a2205,6275.0,TODO
362,2022-04-06 10:12:52,a2205,6275.0,TODO
363,2022-04-06 10:13:42,a2205,6274.0,TODO
364,2022-04-06 10:13:52,a2205,6274.0,TODO
365,2022-04-06 10:13:58,a2205,6274.0,TODO
366,2022-04-06 10:14:05,a2205,6275.0,TODO
367,2022-04-06 10:14:16,a2205,6277.0,TODO
368,2022-04-06 10:14:26,a2205,6278.0,TODO
369,2022-04-06 10:15:01,a2205,6279.0,TODO
370,2022-04-06 10:15:01,a2205,6279.0,TODO
371,2022-04-06 10:15:01,a2205,6279.0,TODO
372,2022-04-06 10:15:01,a2205,6279.0,TODO
373,2022-04-06 10:15:01,a2205,6279.0,TODO
374,2022-04-06 10:30:07,a2205,6277.0,TODO
375,2022-04-06 10:30:12,a2205,6277.0,TODO
376,2022-04-06 10:30:15,a2205,6277.0,TODO
377,2022-04-06 10:30:26,a2205,6277.0,TODO
378,2022-04-06 10:30:32,a2205,6277.0,TODO
379,2022-04-06 10:30:32,a2205,6277.0,TODO
380,2022-04-06 10:30:52,a2205,6277.0,TODO
381,2022-04-06 10:30:52,a2205,6277.0,TODO
382,2022-04-06 10:31:00,a2205,6277.0,TODO
383,2022-04-06 10:31:16,a2205,6277.0,TODO
384,2022-04-06 10:31:21,a2205,6277.0,TODO
385,2022-04-06 10:31:24,a2205,6277.0,TODO
386,2022-04-06 10:31:31,a2205,6277.0,TODO
387,2022-04-06 10:31:38,a2205,6277.0,TODO
388,2022-04-06 10:31:42,a2205,6274.0,TODO
389,2022-04-06 10:32:13,a2205,6273.0,TODO
390,2022-04-06 10:33:16,a2205,6271.0,TODO
391,2022-04-06 10:33:21,a2205,6270.0,TODO
392,2022-04-06 10:33:26,a2205,6270.0,TODO
393,2022-04-06 10:33:31,a2205,6272.0,TODO
394,2022-04-06 10:33:32,a2205,6272.0,TODO
395,2022-04-06 10:33:40,a2205,6272.0,TODO
396,2022-04-06 10:33:43,a2205,6272.0,TODO
397,2022-04-06 10:33:52,a2205,6272.0,TODO
398,2022-04-06 10:34:19,a2205,6276.0,TODO
399,2022-04-06 10:34:28,a2205,6273.0,TODO
400,2022-04-06 10:34:34,a2205,6272.0,TODO
401,2022-04-06 10:34:41,a2205,6272.0,TODO
402,2022-04-06 10:34:46,a2205,6272.0,TODO
403,2022-04-06 10:34:49,a2205,6272.0,TODO
404,2022-04-06 10:34:54,a2205,6272.0,TODO
405,2022-04-06 10:35:01,a2205,6272.0,TODO
406,2022-04-06 10:35:04,a2205,6272.0,TODO
407,2022-04-06 10:35:17,a2205,6270.0,TODO
408,2022-04-06 10:35:24,a2205,6270.0,TODO
409,2022-04-06 10:35:32,a2205,6270.0,TODO
410,2022-04-06 10:35:37,a2205,6271.0,TODO
411,2022-04-06 10:35:42,a2205,6271.0,TODO
412,2022-04-06 10:35:45,a2205,6271.0,TODO
413,2022-04-06 10:35:51,a2205,6271.0,TODO
414,2022-04-06 10:35:56,a2205,6268.0,TODO
415,2022-04-06 10:36:02,a2205,6269.0,TODO
416,2022-04-06 10:36:06,a2205,6272.0,TODO
417,2022-04-06 10:36:10,a2205,6270.0,TODO
418,2022-04-06 10:36:15,a2205,6270.0,TODO
419,2022-04-06 10:36:21,a2205,6270.0,TODO
420,2022-04-06 10:36:25,a2205,6270.0,TODO
421,2022-04-06 10:36:29,a2205,6270.0,TODO
422,2022-04-06 10:36:36,a2205,6270.0,TODO
423,2022-04-06 10:36:56,a2205,6270.0,TODO
424,2022-04-06 10:37:22,a2205,6270.0,TODO
425,2022-04-06 10:37:32,a2205,6270.0,TODO
426,2022-04-06 10:37:37,a2205,6270.0,TODO
427,2022-04-06 10:37:46,a2205,6270.0,TODO
428,2022-04-06 10:37:51,a2205,6270.0,TODO
429,2022-04-06 10:37:55,a2205,6268.0,TODO
430,2022-04-06 10:38:01,a2205,6268.0,TODO
431,2022-04-06 10:38:06,a2205,6268.0,TODO
432,2022-04-06 10:38:15,a2205,6268.0,TODO
433,2022-04-06 10:38:20,a2205,6268.0,TODO
434,2022-04-06 10:38:32,a2205,6268.0,TODO
435,2022-04-06 10:38:38,a2205,6268.0,TODO
436,2022-04-06 10:38:46,a2205,6268.0,TODO
437,2022-04-06 10:38:51,a2205,6268.0,TODO
438,2022-04-06 10:38:54,a2205,6268.0,TODO
439,2022-04-06 10:39:01,a2205,6267.0,TODO
440,2022-04-06 10:39:11,a2205,6267.0,TODO
441,2022-04-06 10:39:21,a2205,6267.0,TODO
442,2022-04-06 10:39:47,a2205,6267.0,TODO
443,2022-04-06 10:39:56,a2205,6270.0,TODO
444,2022-04-06 10:40:04,a2205,6270.0,TODO
445,2022-04-06 10:40:09,a2205,6270.0,TODO
446,2022-04-06 10:40:14,a2205,6270.0,TODO
447,2022-04-06 10:40:19,a2205,6267.0,TODO
448,2022-04-06 10:40:24,a2205,6267.0,TODO
449,2022-04-06 10:40:29,a2205,6267.0,TODO
450,2022-04-06 10:40:34,a2205,6265.0,TODO
451,2022-04-06 10:40:38,a2205,6265.0,TODO
452,2022-04-06 10:40:40,a2205,6265.0,TODO
453,2022-04-06 10:40:49,a2205,6265.0,TODO
454,2022-04-06 10:41:07,a2205,6266.0,TODO
455,2022-04-06 10:41:09,a2205,6266.0,TODO
456,2022-04-06 10:41:33,a2205,6266.0,TODO
457,2022-04-06 10:41:48,a2205,6266.0,TODO
458,2022-04-06 10:42:03,a2205,6266.0,TODO
459,2022-04-06 10:42:03,a2205,6266.0,TODO
460,2022-04-06 10:42:18,a2205,6266.0,TODO
461,2022-04-06 10:42:22,a2205,6266.0,TODO
462,2022-04-06 10:42:31,a2205,6269.0,TODO
463,2022-04-06 10:42:48,a2205,6270.0,TODO
464,2022-04-06 10:42:53,a2205,6270.0,TODO
465,2022-04-06 10:42:58,a2205,6270.0,TODO
466,2022-04-06 10:43:03,a2205,6270.0,TODO
467,2022-04-06 10:43:06,a2205,6270.0,TODO
468,2022-04-06 10:43:17,a2205,6270.0,TODO
469,2022-04-06 10:43:21,a2205,6270.0,TODO
470,2022-04-06 10:43:32,a2205,6270.0,TODO
471,2022-04-06 10:43:34,a2205,6270.0,TODO
472,2022-04-06 10:43:42,a2205,6270.0,TODO
473,2022-04-06 10:43:53,a2205,6268.0,TODO
474,2022-04-06 10:43:59,a2205,6268.0,TODO
475,2022-04-06 10:44:13,a2205,6269.0,TODO
476,2022-04-06 10:44:18,a2205,6270.0,TODO
477,2022-04-06 10:44:24,a2205,6270.0,TODO
478,2022-04-06 10:44:51,a2205,6270.0,TODO
479,2022-04-06 10:44:55,a2205,6272.0,TODO
480,2022-04-06 10:45:02,a2205,6273.0,TODO
481,2022-04-06 10:45:06,a2205,6273.0,TODO
482,2022-04-06 10:45:07,a2205,6273.0,TODO
483,2022-04-06 10:45:16,a2205,6270.0,TODO
484,2022-04-06 10:45:19,a2205,6270.0,TODO
485,2022-04-06 10:45:26,a2205,6270.0,TODO
486,2022-04-06 10:45:31,a2205,6269.0,TODO
487,2022-04-06 10:45:36,a2205,6269.0,TODO
488,2022-04-06 10:45:41,a2205,6271.0,TODO
489,2022-04-06 10:45:47,a2205,6271.0,TODO
490,2022-04-06 10:46:01,a2205,6271.0,TODO
491,2022-04-06 10:46:02,a2205,6271.0,TODO
492,2022-04-06 10:46:06,a2205,6271.0,TODO
493,2022-04-06 10:46:15,a2205,6270.0,TODO
494,2022-04-06 10:46:54,a2205,6271.0,TODO
495,2022-04-06 10:47:14,a2205,6270.0,TODO
496,2022-04-06 10:47:18,a2205,6270.0,TODO
497,2022-04-06 10:47:22,a2205,6270.0,TODO
